pair,WN_RMSE,LEAR_rRMSE,DDNN-N_rRMSE,DDNN-JSU_rRMSE,N-HiTS_rRMSE,QRAroll_rRMSE,DDNN-N_CRPS,DDNN-JSU_CRPS,QRAroll_CRPS,DDNN-N_cov90,DDNN-JSU_cov90,QRAroll_cov90,LEARconf_cov90,DDNN-JSU_Wnk90,QRAroll_Wnk90,LEARconf_Wnk90,MCS_10
TK_DA,3.8184308659939696,1.1462287843942809,1.1351466189835422,1.0398996652011827,1.0457909785291828,0.7560876759682493,2.4659460047770274,1.6070182997320468,1.2285792923028322,0.966450364298725,0.9135900500910746,0.8972666343669251,0.9601957070707071,15.579911238406947,14.032897733465196,19.71312292859375,N-HiTS
TK_IM,7.059400207695174,0.7680956801796973,0.850303012777275,0.798530334104228,0.8612580814644429,0.7510493857860151,3.0024182948066955,2.171481055822675,1.9471621905918595,0.9499445013661202,0.9236054189435337,0.9179263565891473,0.9249210858585859,23.5521624989323,23.105457443564898,24.21681105505824,LEAR
KS_DA,4.333024836611034,0.9866763707552834,1.2114540962313147,1.0277615001363378,0.8978152569041277,0.8394503336727832,2.876257577753589,1.9079654012482914,1.591613968527205,0.9394310678506376,0.9227444785974499,0.8935339954780361,0.9367866161616162,17.749487732471106,16.169958954356805,18.26188204988914,N-HiTS
KS_IM,5.915301998721844,0.8012198352285197,0.9603902912714884,0.8740071124765003,0.8728469989729758,0.7889957763825556,3.0105413554981215,2.1485506432792674,1.9081571320808108,0.9333148337887067,0.9105461634790528,0.8925912467700259,0.9168339646464646,20.593221582605224,20.329338138294684,20.455869961723188,LEAR
