area_market,n_test,WN_RMSE,WN_MAE,LEAR_RMSE,LEAR_MAE,rRMSE,rMAE
TK_DA,14640,3.8184308659939696,2.450780211179417,4.376795369821869,3.030336621629329,1.1462287843942809,1.2364783295565316
TK_IM,14640,7.059400207695174,4.204966387750456,5.422294804190321,3.371201708679537,0.7680956801796973,0.8017190621309672
KS_DA,14640,4.333024836611034,2.9400690459927143,4.275293220179879,3.0885920997372507,0.9866763707552834,1.0505168591013099
KS_IM,14640,5.915301998721844,3.952443064093807,4.739457292742849,3.369264439247658,0.8012198352285197,0.8524511003981138
